"Group.1" "Group.2" "Group.3" "subject" "activity" "variable" "value"
"test" "STANDING" "tBodyGyroJerkStdY" NA NA NA -0.975663792180451
"train" "STANDING" "tBodyGyroJerkStdY" NA NA NA -0.98204418555313
"test" "WALKING" "tBodyGyroJerkStdY" NA NA NA -0.536563346574597
"train" "WALKING" "tBodyGyroJerkStdY" NA NA NA -0.502931986096003
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" NA NA NA -0.515669184902381
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" NA NA NA -0.444762616614097
"test" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" NA NA NA -0.681691906666667
"train" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" NA NA NA -0.661038928760485
"test" "LAYING" "tBodyGyroJerkStdZ" NA NA NA -0.985304182718808
"train" "LAYING" "tBodyGyroJerkStdZ" NA NA NA -0.984583429004975
"test" "SITTING" "tBodyGyroJerkStdZ" NA NA NA -0.982864892851324
"train" "SITTING" "tBodyGyroJerkStdZ" NA NA NA -0.984164647052877
"test" "STANDING" "tBodyGyroJerkStdZ" NA NA NA -0.972075062631579
"train" "STANDING" "tBodyGyroJerkStdZ" NA NA NA -0.978999994272198
"test" "WALKING" "tBodyGyroJerkStdZ" NA NA NA -0.463647341954839
"train" "WALKING" "tBodyGyroJerkStdZ" NA NA NA -0.440865118262072
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" NA NA NA -0.344353104702143
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" NA NA NA -0.318832476117718
"test" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" NA NA NA -0.554141881365605
"train" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" NA NA NA -0.56399488868932
"test" "LAYING" "tBodyAccMagMean" NA NA NA -0.961578850614525
"train" "LAYING" "tBodyAccMagMean" NA NA NA -0.933298701817342
"test" "SITTING" "tBodyAccMagMean" NA NA NA -0.953534394704684
"train" "SITTING" "tBodyAccMagMean" NA NA NA -0.955067543234837
"test" "STANDING" "tBodyAccMagMean" NA NA NA -0.947440893270677
"train" "STANDING" "tBodyAccMagMean" NA NA NA -0.95678885018195
"test" "WALKING" "tBodyAccMagMean" NA NA NA -0.185612933587746
"train" "WALKING" "tBodyAccMagMean" NA NA NA -0.16078708767832
"test" "WALKING_DOWNSTAIRS" "tBodyAccMagMean" NA NA NA 0.0164621317664286
"train" "WALKING_DOWNSTAIRS" "tBodyAccMagMean" NA NA NA 0.137366108163682
"test" "WALKING_UPSTAIRS" "tBodyAccMagMean" NA NA NA -0.156596937200552
"train" "WALKING_UPSTAIRS" "tBodyAccMagMean" NA NA NA -0.0754501490696831
"test" "LAYING" "tBodyAccMagStd" NA NA NA -0.949805818519553
"train" "LAYING" "tBodyAccMagStd" NA NA NA -0.925425270312722
"test" "SITTING" "tBodyAccMagStd" NA NA NA -0.9392153100611
"train" "SITTING" "tBodyAccMagStd" NA NA NA -0.939365758525816
"test" "STANDING" "tBodyAccMagStd" NA NA NA -0.940038000263158
"train" "STANDING" "tBodyAccMagStd" NA NA NA -0.949050271871907
"test" "WALKING" "tBodyAccMagStd" NA NA NA -0.355577474335887
"train" "WALKING" "tBodyAccMagStd" NA NA NA -0.33054317771252
"test" "WALKING_DOWNSTAIRS" "tBodyAccMagStd" NA NA NA 0.0504083176412857
"train" "WALKING_DOWNSTAIRS" "tBodyAccMagStd" NA NA NA 0.144636835872059
"test" "WALKING_UPSTAIRS" "tBodyAccMagStd" NA NA NA -0.282505793501648
"train" "WALKING_UPSTAIRS" "tBodyAccMagStd" NA NA NA -0.235551736910382
"test" "LAYING" "tGravityAccMagMean" NA NA NA -0.961578850614525
"train" "LAYING" "tGravityAccMagMean" NA NA NA -0.933298701817342
"test" "SITTING" "tGravityAccMagMean" NA NA NA -0.953534394704684
"train" "SITTING" "tGravityAccMagMean" NA NA NA -0.955067543234837
"test" "STANDING" "tGravityAccMagMean" NA NA NA -0.947440893270677
"train" "STANDING" "tGravityAccMagMean" NA NA NA -0.95678885018195
"test" "WALKING" "tGravityAccMagMean" NA NA NA -0.185612933587746
"train" "WALKING" "tGravityAccMagMean" NA NA NA -0.16078708767832
"test" "WALKING_DOWNSTAIRS" "tGravityAccMagMean" NA NA NA 0.0164621317664286
"train" "WALKING_DOWNSTAIRS" "tGravityAccMagMean" NA NA NA 0.137366108163682
"test" "WALKING_UPSTAIRS" "tGravityAccMagMean" NA NA NA -0.156596937200552
"train" "WALKING_UPSTAIRS" "tGravityAccMagMean" NA NA NA -0.0754501490696831
"test" "LAYING" "tGravityAccMagStd" NA NA NA -0.949805818519553
"train" "LAYING" "tGravityAccMagStd" NA NA NA -0.925425270312722
"test" "SITTING" "tGravityAccMagStd" NA NA NA -0.9392153100611
"train" "SITTING" "tGravityAccMagStd" NA NA NA -0.939365758525816
"test" "STANDING" "tGravityAccMagStd" NA NA NA -0.940038000263158
"train" "STANDING" "tGravityAccMagStd" NA NA NA -0.949050271871907
"test" "WALKING" "tGravityAccMagStd" NA NA NA -0.355577474335887
"train" "WALKING" "tGravityAccMagStd" NA NA NA -0.33054317771252
"test" "WALKING_DOWNSTAIRS" "tGravityAccMagStd" NA NA NA 0.0504083176412857
"train" "WALKING_DOWNSTAIRS" "tGravityAccMagStd" NA NA NA 0.144636835872059
"test" "WALKING_UPSTAIRS" "tGravityAccMagStd" NA NA NA -0.282505793501648
"train" "WALKING_UPSTAIRS" "tGravityAccMagStd" NA NA NA -0.235551736910382
"test" "LAYING" "tBodyAccJerkMagMean" NA NA NA -0.979577853575419
"train" "LAYING" "tBodyAccJerkMagMean" NA NA NA -0.979067883653163
"test" "SITTING" "tBodyAccJerkMagMean" NA NA NA -0.981076791425662
"train" "SITTING" "tBodyAccJerkMagMean" NA NA NA -0.982966618413686
"test" "STANDING" "tBodyAccJerkMagMean" NA NA NA -0.972931858515038
"train" "STANDING" "tBodyAccJerkMagMean" NA NA NA -0.978738869002911
"test" "WALKING" "tBodyAccJerkMagMean" NA NA NA -0.237173351544978
"train" "WALKING" "tBodyAccJerkMagMean" NA NA NA -0.243182988691175
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerkMagMean" NA NA NA -0.163692387624738
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerkMagMean" NA NA NA -0.0896983345591278
"test" "WALKING_UPSTAIRS" "tBodyAccJerkMagMean" NA NA NA -0.412947118942675
"train" "WALKING_UPSTAIRS" "tBodyAccJerkMagMean" NA NA NA -0.38127785952479
"test" "LAYING" "tBodyAccJerkMagStd" NA NA NA -0.974610375400372
"train" "LAYING" "tBodyAccJerkMagStd" NA NA NA -0.974099433837953
"test" "SITTING" "tBodyAccJerkMagStd" NA NA NA -0.977510406741344
"train" "SITTING" "tBodyAccJerkMagStd" NA NA NA -0.9794403344479
"test" "STANDING" "tBodyAccJerkMagStd" NA NA NA -0.966123790845865
"train" "STANDING" "tBodyAccJerkMagStd" NA NA NA -0.973516388609898
"test" "WALKING" "tBodyAccJerkMagStd" NA NA NA -0.198067072712843
"train" "WALKING" "tBodyAccJerkMagStd" NA NA NA -0.22122673901031
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerkMagStd" NA NA NA -0.0450688652907857
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerkMagStd" NA NA NA 0.00319743123002028
"test" "WALKING_UPSTAIRS" "tBodyAccJerkMagStd" NA NA NA -0.380950968793418
"train" "WALKING_UPSTAIRS" "tBodyAccJerkMagStd" NA NA NA -0.38735343572274
"test" "LAYING" "tBodyGyroMagMean" NA NA NA -0.945435104413408
"train" "LAYING" "tBodyGyroMagMean" NA NA NA -0.935764661371713
"test" "SITTING" "tBodyGyroMagMean" NA NA NA -0.944897951527495
"train" "SITTING" "tBodyGyroMagMean" NA NA NA -0.94742138466563
"test" "STANDING" "tBodyGyroMagMean" NA NA NA -0.929095799830827
"train" "STANDING" "tBodyGyroMagMean" NA NA NA -0.947207964796215
"test" "WALKING" "tBodyGyroMagMean" NA NA NA -0.318522629716532
"train" "WALKING" "tBodyGyroMagMean" NA NA NA -0.257203964799315
"test" "WALKING_DOWNSTAIRS" "tBodyGyroMagMean" NA NA NA -0.188907287860786
"train" "WALKING_DOWNSTAIRS" "tBodyGyroMagMean" NA NA NA -0.104601976301298
"test" "WALKING_UPSTAIRS" "tBodyGyroMagMean" NA NA NA -0.20735406242569
"train" "WALKING_UPSTAIRS" "tBodyGyroMagMean" NA NA NA -0.165519411338164
"test" "LAYING" "tBodyGyroMagStd" NA NA NA -0.94755611895717
"train" "LAYING" "tBodyGyroMagStd" NA NA NA -0.937939730744847
"test" "SITTING" "tBodyGyroMagStd" NA NA NA -0.952093296334012
"train" "SITTING" "tBodyGyroMagStd" NA NA NA -0.950857575620529
"test" "STANDING" "tBodyGyroMagStd" NA NA NA -0.91301937112782
"train" "STANDING" "tBodyGyroMagStd" NA NA NA -0.935924401841339
"test" "WALKING" "tBodyGyroMagStd" NA NA NA -0.436169354776008
"train" "WALKING" "tBodyGyroMagStd" NA NA NA -0.36096832426354
"test" "WALKING_DOWNSTAIRS" "tBodyGyroMagStd" NA NA NA -0.308151790967905
"train" "WALKING_DOWNSTAIRS" "tBodyGyroMagStd" NA NA NA -0.227265452316329
"test" "WALKING_UPSTAIRS" "tBodyGyroMagStd" NA NA NA -0.41269395604845
"train" "WALKING_UPSTAIRS" "tBodyGyroMagStd" NA NA NA -0.303978179337558
"test" "LAYING" "tBodyGyroJerkMagMean" NA NA NA -0.981573659888268
"train" "LAYING" "tBodyGyroJerkMagMean" NA NA NA -0.983166670739161
"test" "SITTING" "tBodyGyroJerkMagMean" NA NA NA -0.986915690997963
"train" "SITTING" "tBodyGyroJerkMagMean" NA NA NA -0.988248275785381
"test" "STANDING" "tBodyGyroJerkMagMean" NA NA NA -0.973808504699248
"train" "STANDING" "tBodyGyroJerkMagMean" NA NA NA -0.980589908020378
"test" "WALKING" "tBodyGyroJerkMagMean" NA NA NA -0.486469326477823
"train" "WALKING" "tBodyGyroJerkMagMean" NA NA NA -0.450009825369331
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMean" NA NA NA -0.463187856659524
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMean" NA NA NA -0.397171015459939
"test" "WALKING_UPSTAIRS" "tBodyGyroJerkMagMean" NA NA NA -0.623815676008493
"train" "WALKING_UPSTAIRS" "tBodyGyroJerkMagMean" NA NA NA -0.601125454923672
"test" "LAYING" "tBodyGyroJerkMagStd" NA NA NA -0.975261643500931
"train" "LAYING" "tBodyGyroJerkMagStd" NA NA NA -0.977324912189055
"test" "SITTING" "tBodyGyroJerkMagStd" NA NA NA -0.983877373299389
"train" "SITTING" "tBodyGyroJerkMagStd" NA NA NA -0.984886442970451
"test" "STANDING" "tBodyGyroJerkMagStd" NA NA NA -0.966851556766917
"train" "STANDING" "tBodyGyroJerkMagStd" NA NA NA -0.976113861921397
"test" "WALKING" "tBodyGyroJerkMagStd" NA NA NA -0.525913731689919
"train" "WALKING" "tBodyGyroJerkMagStd" NA NA NA -0.487888281890326
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagStd" NA NA NA -0.464553224377857
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagStd" NA NA NA -0.430866415856653
"test" "WALKING_UPSTAIRS" "tBodyGyroJerkMagStd" NA NA NA -0.67288561866242
"train" "WALKING_UPSTAIRS" "tBodyGyroJerkMagStd" NA NA NA -0.664181538692451
"test" "LAYING" "fBodyAccMeanX" NA NA NA -0.968327808193668
"train" "LAYING" "fBodyAccMeanX" NA NA NA -0.96623357050462
"test" "SITTING" "fBodyAccMeanX" NA NA NA -0.982716887922607
"train" "SITTING" "fBodyAccMeanX" NA NA NA -0.983235173297045
"test" "STANDING" "fBodyAccMeanX" NA NA NA -0.978289100733083
"train" "STANDING" "fBodyAccMeanX" NA NA NA -0.982912890618632
"test" "WALKING" "fBodyAccMeanX" NA NA NA -0.294540792568548
"train" "WALKING" "fBodyAccMeanX" NA NA NA -0.299246289954772
"test" "WALKING_DOWNSTAIRS" "fBodyAccMeanX" NA NA NA -0.0494806268985714
"train" "WALKING_DOWNSTAIRS" "fBodyAccMeanX" NA NA NA 0.0713559405859939
"test" "WALKING_UPSTAIRS" "fBodyAccMeanX" NA NA NA -0.311470643287898
"train" "WALKING_UPSTAIRS" "fBodyAccMeanX" NA NA NA -0.285477495368322
"test" "LAYING" "fBodyAccMeanY" NA NA NA -0.962864108901304
"train" "LAYING" "fBodyAccMeanY" NA NA NA -0.948790913989339
"test" "SITTING" "fBodyAccMeanY" NA NA NA -0.945651716354379
"train" "SITTING" "fBodyAccMeanY" NA NA NA -0.948783229545879
"test" "STANDING" "fBodyAccMeanY" NA NA NA -0.935336432838346
"train" "STANDING" "fBodyAccMeanY" NA NA NA -0.946150893748181
"test" "WALKING" "fBodyAccMeanY" NA NA NA -0.0479779302057258
"train" "WALKING" "fBodyAccMeanY" NA NA NA -0.0400579863409135
"test" "WALKING_DOWNSTAIRS" "fBodyAccMeanY" NA NA NA 0.0165795902297619
"train" "WALKING_DOWNSTAIRS" "fBodyAccMeanY" NA NA NA 0.0737650952372211
"test" "WALKING_UPSTAIRS" "fBodyAccMeanY" NA NA NA -0.163527702472505
"train" "WALKING_UPSTAIRS" "fBodyAccMeanY" NA NA NA -0.12240638059096
"test" "LAYING" "fBodyAccMeanZ" NA NA NA -0.969993645065177
"train" "LAYING" "fBodyAccMeanZ" NA NA NA -0.956210691862118
"test" "SITTING" "fBodyAccMeanZ" NA NA NA -0.955853613588595
"train" "SITTING" "fBodyAccMeanZ" NA NA NA -0.957480579844479
"test" "STANDING" "fBodyAccMeanZ" NA NA NA -0.952981901785714
"train" "STANDING" "fBodyAccMeanZ" NA NA NA -0.959054674475983
"test" "WALKING" "fBodyAccMeanZ" NA NA NA -0.3951612810625
"train" "WALKING" "fBodyAccMeanZ" NA NA NA -0.320268879986729
"test" "WALKING_DOWNSTAIRS" "fBodyAccMeanZ" NA NA NA -0.262449728171024
"train" "WALKING_DOWNSTAIRS" "fBodyAccMeanZ" NA NA NA -0.192976080589219
"test" "WALKING_UPSTAIRS" "fBodyAccMeanZ" NA NA NA -0.403859087158599
"train" "WALKING_UPSTAIRS" "fBodyAccMeanZ" NA NA NA -0.352435071945573
"test" "LAYING" "fBodyAccStdX" NA NA NA -0.963547345810056
"train" "LAYING" "fBodyAccStdX" NA NA NA -0.957307907502701
"test" "SITTING" "fBodyAccStdX" NA NA NA -0.983935781955193
"train" "SITTING" "fBodyAccStdX" NA NA NA -0.983675290902022
"test" "STANDING" "fBodyAccStdX" NA NA NA -0.984014116334586
"train" "STANDING" "fBodyAccStdX" NA NA NA -0.986574413391557
"test" "WALKING" "fBodyAccStdX" NA NA NA -0.331205812727218
"train" "WALKING" "fBodyAccStdX" NA NA NA -0.319449560903263
"test" "WALKING_DOWNSTAIRS" "fBodyAccStdX" NA NA NA 0.0282587765922857
"train" "WALKING_DOWNSTAIRS" "fBodyAccStdX" NA NA NA 0.161841907222363
"test" "WALKING_UPSTAIRS" "fBodyAccStdX" NA NA NA -0.265071335268684
"train" "WALKING_UPSTAIRS" "fBodyAccStdX" NA NA NA -0.198615524473914
"test" "LAYING" "fBodyAccStdY" NA NA NA -0.959297968620112
"train" "LAYING" "fBodyAccStdY" NA NA NA -0.936034910177683
"test" "SITTING" "fBodyAccStdY" NA NA NA -0.928826696148676
"train" "SITTING" "fBodyAccStdY" NA NA NA -0.933948759256143
"test" "STANDING" "fBodyAccStdY" NA NA NA -0.922115261618421
"train" "STANDING" "fBodyAccStdY" NA NA NA -0.934624538980349
"test" "WALKING" "fBodyAccStdY" NA NA NA -0.0866828255034476
"train" "WALKING" "fBodyAccStdY" NA NA NA -0.0733724623492251
"test" "WALKING_DOWNSTAIRS" "fBodyAccStdY" NA NA NA -0.0548990607438095
"train" "WALKING_DOWNSTAIRS" "fBodyAccStdY" NA NA NA 0.0116440806198682
"test" "WALKING_UPSTAIRS" "fBodyAccStdY" NA NA NA -0.058797927424034
"train" "WALKING_UPSTAIRS" "fBodyAccStdY" NA NA NA -0.00557541172054054
"test" "LAYING" "fBodyAccStdZ" NA NA NA -0.964355421625698
"train" "LAYING" "fBodyAccStdZ" NA NA NA -0.938502036889055
"test" "SITTING" "fBodyAccStdZ" NA NA NA -0.933819490450509
"train" "SITTING" "fBodyAccStdZ" NA NA NA -0.934534156082426
"test" "STANDING" "fBodyAccStdZ" NA NA NA -0.928665948665414
"train" "STANDING" "fBodyAccStdZ" NA NA NA -0.938062292598253
"test" "WALKING" "fBodyAccStdZ" NA NA NA -0.366538572371935
"train" "WALKING" "fBodyAccStdZ" NA NA NA -0.267572362684095
"test" "WALKING_DOWNSTAIRS" "fBodyAccStdZ" NA NA NA -0.296229623796381
"train" "WALKING_DOWNSTAIRS" "fBodyAccStdZ" NA NA NA -0.224422769657505
"test" "WALKING_UPSTAIRS" "fBodyAccStdZ" NA NA NA -0.239259921773609
"train" "WALKING_UPSTAIRS" "fBodyAccStdZ" NA NA NA -0.105928929517437
"test" "LAYING" "fBodyAccMeanFreqX" NA NA NA -0.246729149943358
"train" "LAYING" "fBodyAccMeanFreqX" NA NA NA -0.264202929041037
"test" "SITTING" "fBodyAccMeanFreqX" NA NA NA -0.0106464478125458
"train" "SITTING" "fBodyAccMeanFreqX" NA NA NA -0.0548556095924417
"test" "STANDING" "fBodyAccMeanFreqX" NA NA NA 0.0383358453028008
"train" "STANDING" "fBodyAccMeanFreqX" NA NA NA 0.0067911345134687
"test" "WALKING" "fBodyAccMeanFreqX" NA NA NA -0.248520596039315
"train" "WALKING" "fBodyAccMeanFreqX" NA NA NA -0.302368465272757
"test" "WALKING_DOWNSTAIRS" "fBodyAccMeanFreqX" NA NA NA -0.401317169070952
"train" "WALKING_DOWNSTAIRS" "fBodyAccMeanFreqX" NA NA NA -0.39946684501572
"test" "WALKING_UPSTAIRS" "fBodyAccMeanFreqX" NA NA NA -0.425630505164119
"train" "WALKING_UPSTAIRS" "fBodyAccMeanFreqX" NA NA NA -0.441535966465051
"test" "LAYING" "fBodyAccMeanFreqY" NA NA NA 0.191441281109311
"train" "LAYING" "fBodyAccMeanFreqY" NA NA NA 0.12457473152693
"test" "SITTING" "fBodyAccMeanFreqY" NA NA NA 0.0351429777236253
"train" "SITTING" "fBodyAccMeanFreqY" NA NA NA 0.0768184554284059
"test" "STANDING" "fBodyAccMeanFreqY" NA NA NA -0.0516839317393045
"train" "STANDING" "fBodyAccMeanFreqY" NA NA NA -0.0261460111634789
"test" "WALKING" "fBodyAccMeanFreqY" NA NA NA 0.0695656997551613
"train" "WALKING" "fBodyAccMeanFreqY" NA NA NA 0.044701989027721
"test" "WALKING_DOWNSTAIRS" "fBodyAccMeanFreqY" NA NA NA 0.0184253982163571
"train" "WALKING_DOWNSTAIRS" "fBodyAccMeanFreqY" NA NA NA -0.0069884992618357
"test" "WALKING_UPSTAIRS" "fBodyAccMeanFreqY" NA NA NA -0.16177232182293
"train" "WALKING_UPSTAIRS" "fBodyAccMeanFreqY" NA NA NA -0.173397656636831
"test" "LAYING" "fBodyAccMeanFreqZ" NA NA NA 0.24192313277879
"train" "LAYING" "fBodyAccMeanFreqZ" NA NA NA 0.1884027955385
"test" "SITTING" "fBodyAccMeanFreqZ" NA NA NA 0.0701454142950356
"train" "SITTING" "fBodyAccMeanFreqZ" NA NA NA 0.0841748181244627
"test" "STANDING" "fBodyAccMeanFreqZ" NA NA NA 0.0279234111547744
"train" "STANDING" "fBodyAccMeanFreqZ" NA NA NA 0.0619700524750218
"test" "WALKING" "fBodyAccMeanFreqZ" NA NA NA 0.0919218730086109
"train" "WALKING" "fBodyAccMeanFreqZ" NA NA NA 0.0680922608795734
"test" "WALKING_DOWNSTAIRS" "fBodyAccMeanFreqZ" NA NA NA 0.0924641444930191
"train" "WALKING_DOWNSTAIRS" "fBodyAccMeanFreqZ" NA NA NA 0.0924102328817039
"test" "WALKING_UPSTAIRS" "fBodyAccMeanFreqZ" NA NA NA -0.232602796644524
"train" "WALKING_UPSTAIRS" "fBodyAccMeanFreqZ" NA NA NA -0.279509134543458
"test" "LAYING" "fBodyAccJerkMeanX" NA NA NA -0.980219864897579
"train" "LAYING" "fBodyAccJerkMeanX" NA NA NA -0.980189178550107
"test" "SITTING" "fBodyAccJerkMeanX" NA NA NA -0.983854947474542
"train" "SITTING" "fBodyAccJerkMeanX" NA NA NA -0.985698027869362
"test" "STANDING" "fBodyAccJerkMeanX" NA NA NA -0.975829558834586
"train" "STANDING" "fBodyAccJerkMeanX" NA NA NA -0.981626816149927
"test" "WALKING" "fBodyAccJerkMeanX" NA NA NA -0.286425196154032
"train" "WALKING" "fBodyAccJerkMeanX" NA NA NA -0.321121167768654
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanX" NA NA NA -0.130190510361712
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanX" NA NA NA -0.0476361590971602
"test" "WALKING_UPSTAIRS" "fBodyAccJerkMeanX" NA NA NA -0.401066805742038
"train" "WALKING_UPSTAIRS" "fBodyAccJerkMeanX" NA NA NA -0.384993618073159
"test" "LAYING" "fBodyAccJerkMeanY" NA NA NA -0.972664254394786
"train" "LAYING" "fBodyAccJerkMeanY" NA NA NA -0.97089486137882
"test" "SITTING" "fBodyAccJerkMeanY" NA NA NA -0.971843441731161
"train" "SITTING" "fBodyAccJerkMeanY" NA NA NA -0.974807063335925
"test" "STANDING" "fBodyAccJerkMeanY" NA NA NA -0.958388878139098
"train" "STANDING" "fBodyAccJerkMeanY" NA NA NA -0.966931953151383
"test" "WALKING" "fBodyAccJerkMeanY" NA NA NA -0.163611924388669
"train" "WALKING" "fBodyAccJerkMeanY" NA NA NA -0.173139305678834
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanY" NA NA NA -0.141035351083571
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanY" NA NA NA -0.105878566493306
"test" "WALKING_UPSTAIRS" "fBodyAccJerkMeanY" NA NA NA -0.38710223800034
"train" "WALKING_UPSTAIRS" "fBodyAccJerkMeanY" NA NA NA -0.35481868269617
"test" "LAYING" "fBodyAccJerkMeanZ" NA NA NA -0.977401070260708
"train" "LAYING" "fBodyAccJerkMeanZ" NA NA NA -0.97631433684435
"test" "SITTING" "fBodyAccJerkMeanZ" NA NA NA -0.978797028004073
"train" "SITTING" "fBodyAccJerkMeanZ" NA NA NA -0.979854031073095
"test" "STANDING" "fBodyAccJerkMeanZ" NA NA NA -0.972891029661654
"train" "STANDING" "fBodyAccJerkMeanZ" NA NA NA -0.977422716790393
"test" "WALKING" "fBodyAccJerkMeanZ" NA NA NA -0.492933167243952
"train" "WALKING" "fBodyAccJerkMeanZ" NA NA NA -0.434049963153246
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanZ" NA NA NA -0.376826510175
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanZ" NA NA NA -0.314602839812373
"test" "WALKING_UPSTAIRS" "fBodyAccJerkMeanZ" NA NA NA -0.602911767919321
"train" "WALKING_UPSTAIRS" "fBodyAccJerkMeanZ" NA NA NA -0.586735444993476
"test" "LAYING" "fBodyAccJerkStdX" NA NA NA -0.982173560986965
"train" "LAYING" "fBodyAccJerkStdX" NA NA NA -0.98256876949538
"test" "SITTING" "fBodyAccJerkStdX" NA NA NA -0.984772635397149
"train" "SITTING" "fBodyAccJerkStdX" NA NA NA -0.986724182511664
"test" "STANDING" "fBodyAccJerkStdX" NA NA NA -0.977860039473684
"train" "STANDING" "fBodyAccJerkStdX" NA NA NA -0.983361688056769
"test" "WALKING" "fBodyAccJerkStdX" NA NA NA -0.242420560580565
"train" "WALKING" "fBodyAccJerkStdX" NA NA NA -0.306296265538255
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkStdX" NA NA NA -0.139219708816221
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkStdX" NA NA NA -0.0578981617975233
"test" "WALKING_UPSTAIRS" "fBodyAccJerkStdX" NA NA NA -0.400132176654225
"train" "WALKING_UPSTAIRS" "fBodyAccJerkStdX" NA NA NA -0.384103045858528
"test" "LAYING" "fBodyAccJerkStdY" NA NA NA -0.973895600260708
"train" "LAYING" "fBodyAccJerkStdY" NA NA NA -0.972728982835821
"test" "SITTING" "fBodyAccJerkStdY" NA NA NA -0.974082505132383
"train" "SITTING" "fBodyAccJerkStdY" NA NA NA -0.976387838265941
"test" "STANDING" "fBodyAccJerkStdY" NA NA NA -0.961841590695489
"train" "STANDING" "fBodyAccJerkStdY" NA NA NA -0.968763727401747
"test" "WALKING" "fBodyAccJerkStdY" NA NA NA -0.0888750052252419
"train" "WALKING" "fBodyAccJerkStdY" NA NA NA -0.0916769810447162
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkStdY" NA NA NA -0.120492087281667
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkStdY" NA NA NA -0.0790313050466197
"test" "WALKING_UPSTAIRS" "fBodyAccJerkStdY" NA NA NA -0.382397128219958
"train" "WALKING_UPSTAIRS" "fBodyAccJerkStdY" NA NA NA -0.346762525466654
"test" "LAYING" "fBodyAccJerkStdZ" NA NA NA -0.980879842532588
"train" "LAYING" "fBodyAccJerkStdZ" NA NA NA -0.981007056687989
"test" "SITTING" "fBodyAccJerkStdZ" NA NA NA -0.98325268293279
"train" "SITTING" "fBodyAccJerkStdZ" NA NA NA -0.983830467869362
"test" "STANDING" "fBodyAccJerkStdZ" NA NA NA -0.979166264097744
"train" "STANDING" "fBodyAccJerkStdZ" NA NA NA -0.982416433216885
"test" "WALKING" "fBodyAccJerkStdZ" NA NA NA -0.549313653548387
"train" "WALKING" "fBodyAccJerkStdZ" NA NA NA -0.488938910530661
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkStdZ" NA NA NA -0.470596619978571
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkStdZ" NA NA NA -0.432035778998519
"test" "WALKING_UPSTAIRS" "fBodyAccJerkStdZ" NA NA NA -0.672740221974522
"train" "WALKING_UPSTAIRS" "fBodyAccJerkStdZ" NA NA NA -0.656696754193849
"test" "LAYING" "fBodyAccJerkMeanFreqX" NA NA NA 0.113484452241371
"train" "LAYING" "fBodyAccJerkMeanFreqX" NA NA NA 0.102008711782836
"test" "SITTING" "fBodyAccJerkMeanFreqX" NA NA NA 0.18600175734389
"train" "SITTING" "fBodyAccJerkMeanFreqX" NA NA NA 0.184637359191327
"test" "STANDING" "fBodyAccJerkMeanFreqX" NA NA NA 0.201028505532481
"train" "STANDING" "fBodyAccJerkMeanFreqX" NA NA NA 0.203624571628353
"test" "WALKING" "fBodyAccJerkMeanFreqX" NA NA NA -0.23815935332504
"train" "WALKING" "fBodyAccJerkMeanFreqX" NA NA NA -0.266572265205873
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanFreqX" NA NA NA -0.306428802564524
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanFreqX" NA NA NA -0.318567349401623
"test" "WALKING_UPSTAIRS" "fBodyAccJerkMeanFreqX" NA NA NA -0.343759640562633
"train" "WALKING_UPSTAIRS" "fBodyAccJerkMeanFreqX" NA NA NA -0.33702647675836
"test" "LAYING" "fBodyAccJerkMeanFreqY" NA NA NA 0.0292877141456797
"train" "LAYING" "fBodyAccJerkMeanFreqY" NA NA NA -0.00447192563333404
"test" "SITTING" "fBodyAccJerkMeanFreqY" NA NA NA -0.0743992308852138
"train" "SITTING" "fBodyAccJerkMeanFreqY" NA NA NA -0.0521682789217263
